Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.Gross Potential,Statistics.Performances
3,9/3/95,9,1995,Having Our Say,Booth,Play,4069,65,110385,39,8
3,9/3/95,9,1995,Miss Saigon,Broadway,Musical,12822,92,536886,0,8
3,9/3/95,9,1995,Show Boat,Gershwin,Musical,13614,89,777155,0,8
3,9/3/95,9,1995,Smokey Joe'S Cafe,Virginia,Musical,8846,91,428881,0,8
3,9/3/95,9,1995,Sunset Boulevard,Minskoff,Musical,12155,89,753461,0,8
10,9/10/95,9,1995,Beauty And The Beast,Palace,Musical,12928,93,666146,0,8
10,9/10/95,9,1995,Having Our Say,Booth,Play,2280,36,71868,25,8
10,9/10/95,9,1995,Miss Saigon,Broadway,Musical,11395,82,501022,0,8
10,9/10/95,9,1995,Show Boat,Gershwin,Musical,13005,85,751635,0,8
10,9/10/95,9,1995,Smokey Joe'S Cafe,Virginia,Musical,7714,80,357929,0,8
10,9/10/95,9,1995,Sunset Boulevard,Minskoff,Musical,11823,86,733139,0,8
17,9/17/95,9,1995,Beauty And The Beast,Palace,Musical,12674,91,645502,0,8
17,9/17/95,9,1995,Having Our Say,Booth,Play,3118,50,97390,34,8
17,9/17/95,9,1995,Miss Saigon,Broadway,Musical,11915,85,518014,0,8
17,9/17/95,9,1995,Moon Over Buffalo,Martin Beck,Play,8376,92,203836,41,0
17,9/17/95,9,1995,Show Boat,Gershwin,Musical,13502,88,796676,0,8
17,9/17/95,9,1995,Smokey Joe'S Cafe,Virginia,Musical,8927,92,412730,0,8
17,9/17/95,9,1995,Sunset Boulevard,Minskoff,Musical,12072,88,745239,0,8
24,9/24/95,9,1995,Beauty And The Beast,Palace,Musical,12925,93,663088,0,8
24,9/24/95,9,1995,Garden District,Circle In The Square,Play,1214,56,28854,27,0
24,9/24/95,9,1995,Having Our Say,Booth,Play,3416,55,104626,37,8
24,9/24/95,9,1995,Miss Saigon,Broadway,Musical,12569,90,559919,0,8
24,9/24/95,9,1995,Moon Over Buffalo,Martin Beck,Play,7198,70,208659,37,0
24,9/24/95,9,1995,Show Boat,Gershwin,Musical,14441,94,854007,0,8
24,9/24/95,9,1995,Smokey Joe'S Cafe,Virginia,Musical,9173,95,421587,0,8
24,9/24/95,9,1995,Sunset Boulevard,Minskoff,Musical,12575,92,778134,0,8
1,10/1/95,10,1995,Beauty And The Beast,Palace,Musical,12347,89,633837,0,8
1,10/1/95,10,1995,Garden District,Circle In The Square,Play,3176,55,72218,40,0
1,10/1/95,10,1995,Having Our Say,Booth,Play,3897,62,114236,40,8
1,10/1/95,10,1995,Miss Saigon,Broadway,Musical,12331,88,543587,0,8
1,10/1/95,10,1995,Moon Over Buffalo,Martin Beck,Play,10311,100,274274,52,1
1,10/1/95,10,1995,Show Boat,Gershwin,Musical,14245,93,837503,0,8
1,10/1/95,10,1995,Smokey Joe'S Cafe,Virginia,Musical,8398,87,390044,0,8
1,10/1/95,10,1995,Sunset Boulevard,Minskoff,Musical,12189,89,753479,0,8
8,10/8/95,10,1995,Beauty And The Beast,Palace,Musical,13300,96,671027,0,8
8,10/8/95,10,1995,Garden District,Circle In The Square,Play,3021,52,69546,39,0
8,10/8/95,10,1995,Having Our Say,Booth,Play,4335,69,126768,44,8
8,10/8/95,10,1995,Miss Saigon,Broadway,Musical,12965,93,564664,0,8
8,10/8/95,10,1995,Moon Over Buffalo,Martin Beck,Play,9704,94,355142,67,8
8,10/8/95,10,1995,Patti Lupone On Broadway,Walter Kerr,Special,1872,52,83374,46,0
8,10/8/95,10,1995,Show Boat,Gershwin,Musical,14100,92,821028,0,8
8,10/8/95,10,1995,Smokey Joe'S Cafe,Virginia,Musical,9051,93,416560,0,8
8,10/8/95,10,1995,Sunset Boulevard,Minskoff,Musical,12138,89,752539,0,8
8,10/8/95,10,1995,Victor/Victoria,Marquis,Musical,12895,101,792398,0,0
15,10/15/95,10,1995,Beauty And The Beast,Palace,Musical,13629,98,689188,0,8
15,10/15/95,10,1995,Garden District,Circle In The Square,Play,3684,73,78405,44,7
15,10/15/95,10,1995,Having Our Say,Booth,Play,4702,75,128876,45,8
15,10/15/95,10,1995,"Hello, Dolly!",Lunt-Fontanne,Musical,9049,90,323839,53,0
15,10/15/95,10,1995,Miss Saigon,Broadway,Musical,13249,95,607607,0,8
15,10/15/95,10,1995,Moon Over Buffalo,Martin Beck,Play,9394,91,438178,82,8
15,10/15/95,10,1995,Show Boat,Gershwin,Musical,14438,94,857449,0,8
15,10/15/95,10,1995,Smokey Joe'S Cafe,Virginia,Musical,9222,95,453329,0,8
15,10/15/95,10,1995,Sunset Boulevard,Minskoff,Musical,12358,90,762251,0,8
15,10/15/95,10,1995,The Tempest,Broadhurst,Play,6550,82,321603,73,0
15,10/15/95,10,1995,Victor/Victoria,Marquis,Musical,12836,100,806787,0,0
22,10/22/95,10,1995,Beauty And The Beast,Palace,Musical,13090,94,666444,0,8
22,10/22/95,10,1995,Garden District,Circle In The Square,Play,4131,71,83833,47,8
22,10/22/95,10,1995,Having Our Say,Booth,Play,4455,71,124022,44,8
22,10/22/95,10,1995,Miss Saigon,Broadway,Musical,12977,93,593347,0,8
22,10/22/95,10,1995,Moon Over Buffalo,Martin Beck,Play,9543,92,416123,78,8
22,10/22/95,10,1995,Show Boat,Gershwin,Musical,14397,94,856441,0,8
22,10/22/95,10,1995,Smokey Joe'S Cafe,Virginia,Musical,9532,98,450247,0,8
22,10/22/95,10,1995,Sunset Boulevard,Minskoff,Musical,12246,90,755882,0,8
22,10/22/95,10,1995,The Tempest,Broadhurst,Play,6760,74,308285,62,0
22,10/22/95,10,1995,Victor/Victoria,Marquis,Musical,12923,101,795510,0,0
29,10/29/95,10,1995,Beauty And The Beast,Palace,Musical,13165,95,663339,0,8
29,10/29/95,10,1995,Garden District,Circle In The Square,Play,3266,56,75046,42,8
29,10/29/95,10,1995,Having Our Say,Booth,Play,4511,72,131067,46,8
29,10/29/95,10,1995,Master Class,Golden,Play,3815,96,117959,0,0
29,10/29/95,10,1995,Miss Saigon,Broadway,Musical,12647,91,567215,0,8
29,10/29/95,10,1995,Moon Over Buffalo,Martin Beck,Play,9680,94,428099,81,8
29,10/29/95,10,1995,Sacrilege,Belasco,Play,2355,46,50389,27,0
29,10/29/95,10,1995,Show Boat,Gershwin,Musical,14349,94,858485,0,8
29,10/29/95,10,1995,Smokey Joe'S Cafe,Virginia,Musical,9389,97,464725,0,8
29,10/29/95,10,1995,Sunset Boulevard,Minskoff,Musical,12956,95,800164,0,8
29,10/29/95,10,1995,The Tempest,Broadhurst,Play,7066,77,337611,68,0
29,10/29/95,10,1995,Victor/Victoria,Marquis,Musical,11298,88,639582,0,7
5,11/5/95,11,1995,Beauty And The Beast,Palace,Musical,13120,94,696326,0,8
5,11/5/95,11,1995,Danny Gans On Broadway,Neil Simon,Special,3700,34,34350,0,0
5,11/5/95,11,1995,Garden District,Circle In The Square,Play,4515,78,102772,57,8
5,11/5/95,11,1995,Having Our Say,Booth,Play,4218,68,123084,43,8
5,11/5/95,11,1995,Master Class,Golden,Play,5550,87,187789,0,1
5,11/5/95,11,1995,Miss Saigon,Broadway,Musical,11671,84,536493,0,8
5,11/5/95,11,1995,Moon Over Buffalo,Martin Beck,Play,9036,87,392449,74,8
5,11/5/95,11,1995,Sacrilege,Belasco,Play,4059,50,100372,33,5
5,11/5/95,11,1995,Show Boat,Gershwin,Musical,13382,87,771528,0,8
5,11/5/95,11,1995,Smokey Joe'S Cafe,Virginia,Musical,8532,88,427291,0,8
5,11/5/95,11,1995,Sunset Boulevard,Minskoff,Musical,12171,89,753290,0,8
5,11/5/95,11,1995,The Tempest,Broadhurst,Play,7050,77,345210,69,6
5,11/5/95,11,1995,Victor/Victoria,Marquis,Musical,12936,101,800731,0,8
12,11/12/95,11,1995,Beauty And The Beast,Palace,Musical,12214,88,638918,0,8
12,11/12/95,11,1995,Danny Gans On Broadway,Neil Simon,Special,4571,38,50012,0,6
12,11/12/95,11,1995,Having Our Say,Booth,Play,4416,71,128169,45,8
12,11/12/95,11,1995,Master Class,Golden,Play,5981,94,203405,0,8
12,11/12/95,11,1995,Miss Saigon,Broadway,Musical,11400,82,515617,0,8
12,11/12/95,11,1995,Moon Over Buffalo,Martin Beck,Play,8504,82,377616,71,8
12,11/12/95,11,1995,Sacrilege,Belasco,Play,4637,57,110587,37,8
12,11/12/95,11,1995,Show Boat,Gershwin,Musical,13354,87,771823,0,8
12,11/12/95,11,1995,Smokey Joe'S Cafe,Virginia,Musical,8290,85,434176,0,8
12,11/12/95,11,1995,Sunset Boulevard,Minskoff,Musical,11512,84,714382,0,8
12,11/12/95,11,1995,The Tempest,Broadhurst,Play,7866,86,383491,77,8
12,11/12/95,11,1995,Victor/Victoria,Marquis,Musical,12936,101,821693,0,8
19,11/19/95,11,1995,Beauty And The Beast,Palace,Musical,12067,87,631152,0,8
19,11/19/95,11,1995,Having Our Say,Booth,Play,4872,78,128162,45,8
19,11/19/95,11,1995,Holiday,Circle In The Square,Play,968,67,21750,30,0
19,11/19/95,11,1995,Master Class,Golden,Play,6298,99,216747,0,8
19,11/19/95,11,1995,Miss Saigon,Broadway,Musical,11813,85,532205,0,8
19,11/19/95,11,1995,Moon Over Buffalo,Martin Beck,Play,8100,78,370784,70,8
19,11/19/95,11,1995,Sacrilege,Belasco,Play,4343,53,96106,32,8
19,11/19/95,11,1995,School For Scandal,Lyceum,Play,1120,15,27661,12,1
19,11/19/95,11,1995,Show Boat,Gershwin,Musical,13535,88,785770,0,8
19,11/19/95,11,1995,Smokey Joe'S Cafe,Virginia,Musical,8148,84,421594,0,8
19,11/19/95,11,1995,Sunset Boulevard,Minskoff,Musical,12137,89,745583,0,8
19,11/19/95,11,1995,The Tempest,Broadhurst,Play,7733,84,382764,77,8
19,11/19/95,11,1995,Victor/Victoria,Marquis,Musical,12936,101,820843,0,8
26,11/26/95,11,1995,Beauty And The Beast,Palace,Musical,13838,99,727014,0,8
26,11/26/95,11,1995,Having Our Say,Booth,Play,3970,64,137214,48,8
26,11/26/95,11,1995,Holiday,Circle In The Square,Play,3304,57,70534,24,0
26,11/26/95,11,1995,Master Class,Golden,Play,5529,100,205230,0,7
26,11/26/95,11,1995,Miss Saigon,Broadway,Musical,13510,97,662062,0,8
26,11/26/95,11,1995,Moon Over Buffalo,Martin Beck,Play,8281,80,393236,74,8
26,11/26/95,11,1995,Show Boat,Gershwin,Musical,14008,91,887399,0,8
26,11/26/95,11,1995,Smokey Joe'S Cafe,Virginia,Musical,9366,97,490944,0,8
26,11/26/95,11,1995,Sunset Boulevard,Minskoff,Musical,12767,93,796183,0,8
26,11/26/95,11,1995,The Tempest,Broadhurst,Play,8405,92,435911,87,8
26,11/26/95,11,1995,Victor/Victoria,Marquis,Musical,12936,101,835853,0,8
3,12/3/95,12,1995,Beauty And The Beast,Palace,Musical,13174,95,684490,0,8
3,12/3/95,12,1995,Cats,Winter Garden,Musical,7837,66,354913,0,8
3,12/3/95,12,1995,Defending The Caveman,Helen Hayes,Play,2790,78,105996,0,6
3,12/3/95,12,1995,Grease,Eugene O'Neill,Musical,7317,83,390907,0,8
3,12/3/95,12,1995,Smokey Joe'S Cafe,Virginia,Musical,7996,82,445455,0,8
3,12/3/95,12,1995,The Tempest,Broadhurst,Play,7580,83,390328,78,8
10,12/10/95,12,1995,Beauty And The Beast,Palace,Musical,13862,100,715003,0,8
10,12/10/95,12,1995,Cats,Winter Garden,Musical,9484,80,433319,0,8
10,12/10/95,12,1995,Defending The Caveman,Helen Hayes,Play,2792,78,108064,0,6
10,12/10/95,12,1995,Grease,Eugene O'Neill,Musical,7681,87,409963,0,8
10,12/10/95,12,1995,Smokey Joe'S Cafe,Virginia,Musical,8951,92,492586,0,8
10,12/10/95,12,1995,The Tempest,Broadhurst,Play,7571,83,388676,78,8
17,12/17/95,12,1995,Beauty And The Beast,Palace,Musical,13486,97,701315,0,8
17,12/17/95,12,1995,Cats,Winter Garden,Musical,8666,73,393551,0,8
17,12/17/95,12,1995,Defending The Caveman,Helen Hayes,Play,2527,71,94250,0,6
17,12/17/95,12,1995,Grease,Eugene O'Neill,Musical,7453,85,398497,0,8
17,12/17/95,12,1995,Smokey Joe'S Cafe,Virginia,Musical,8400,87,466181,0,8
17,12/17/95,12,1995,The Tempest,Broadhurst,Play,7372,80,380003,76,8
24,12/24/95,12,1995,Beauty And The Beast,Palace,Musical,13375,96,699409,0,8
24,12/24/95,12,1995,Cats,Winter Garden,Musical,11281,95,435347,0,8
24,12/24/95,12,1995,Defending The Caveman,Helen Hayes,Play,2279,64,76544,0,6
24,12/24/95,12,1995,Grease,Eugene O'Neill,Musical,7470,85,402643,0,8
24,12/24/95,12,1995,Smokey Joe'S Cafe,Virginia,Musical,7476,77,384549,0,8
24,12/24/95,12,1995,The Tempest,Broadhurst,Play,7951,87,407653,82,8
31,12/31/95,12,1995,Beauty And The Beast,Palace,Musical,14104,101,763143,0,8
31,12/31/95,12,1995,Cats,Winter Garden,Musical,12087,102,701573,0,8
31,12/31/95,12,1995,Defending The Caveman,Helen Hayes,Play,4543,95,188442,0,8
31,12/31/95,12,1995,Grease,Eugene O'Neill,Musical,10082,102,596650,0,9
31,12/31/95,12,1995,Smokey Joe'S Cafe,Virginia,Musical,10548,97,735537,0,9
31,12/31/95,12,1995,The Tempest,Broadhurst,Play,9314,102,527742,106,8
7,1/7/96,1,1996,Beauty And The Beast,Palace,Musical,13608,98,694157,0,8
7,1/7/96,1,1996,Cats,Winter Garden,Musical,8514,72,391112,0,8
7,1/7/96,1,1996,Defending The Caveman,Helen Hayes,Play,2470,69,88330,0,6
7,1/7/96,1,1996,Grease,Eugene O'Neill,Musical,6671,87,362386,0,7
7,1/7/96,1,1996,Smokey Joe'S Cafe,Virginia,Musical,7690,91,365602,0,7
14,1/14/96,1,1996,Beauty And The Beast,Palace,Musical,12201,88,614481,0,8
14,1/14/96,1,1996,Cats,Winter Garden,Musical,7712,74,295292,0,7
14,1/14/96,1,1996,Defending The Caveman,Helen Hayes,Play,2476,69,90734,0,6
14,1/14/96,1,1996,Grease,Eugene O'Neill,Musical,7301,83,354359,0,8
14,1/14/96,1,1996,Smokey Joe'S Cafe,Virginia,Musical,7540,78,345309,0,8
21,1/21/96,1,1996,Beauty And The Beast,Palace,Musical,12119,87,621087,0,8
21,1/21/96,1,1996,Cats,Winter Garden,Musical,8862,75,330317,0,8
21,1/21/96,1,1996,Defending The Caveman,Helen Hayes,Play,2805,78,105532,0,6
21,1/21/96,1,1996,Grease,Eugene O'Neill,Musical,7231,82,335954,0,8
21,1/21/96,1,1996,Smokey Joe'S Cafe,Virginia,Musical,7231,75,335954,0,8
28,1/28/96,1,1996,Beauty And The Beast,Palace,Musical,12279,88,627837,0,8
28,1/28/96,1,1996,Cats,Winter Garden,Musical,8006,68,301075,0,8
28,1/28/96,1,1996,Defending The Caveman,Helen Hayes,Play,2978,83,108075,0,6
28,1/28/96,1,1996,Grease,Eugene O'Neill,Musical,7169,82,313388,0,8
28,1/28/96,1,1996,Smokey Joe'S Cafe,Virginia,Musical,8319,86,366422,0,8
4,2/4/96,2,1996,Beauty And The Beast,Palace,Musical,10681,77,543824,0,8
4,2/4/96,2,1996,Bus Stop,Circle In The Square,Play,4000,277,80000,28,0
4,2/4/96,2,1996,Cats,Winter Garden,Musical,6852,58,254058,0,8
4,2/4/96,2,1996,Defending The Caveman,Helen Hayes,Play,2580,72,91285,0,6
4,2/4/96,2,1996,Grease,Eugene O'Neill,Musical,5804,66,252375,0,8
4,2/4/96,2,1996,Smokey Joe'S Cafe,Virginia,Musical,7541,78,311865,0,8
11,2/11/96,2,1996,Beauty And The Beast,Palace,Musical,11818,85,606989,0,8
11,2/11/96,2,1996,Bus Stop,Circle In The Square,Play,4000,69,80000,28,0
11,2/11/96,2,1996,Cats,Winter Garden,Musical,8184,69,319997,0,8
11,2/11/96,2,1996,Defending The Caveman,Helen Hayes,Play,2898,81,101945,0,6
11,2/11/96,2,1996,Grease,Eugene O'Neill,Musical,6602,75,300165,0,8
11,2/11/96,2,1996,Smokey Joe'S Cafe,Virginia,Musical,8455,87,343801,0,8
18,2/18/96,2,1996,Beauty And The Beast,Palace,Musical,13314,96,678633,0,8
18,2/18/96,2,1996,Bus Stop,Circle In The Square,Play,4369,76,100181,35,0
18,2/18/96,2,1996,Cats,Winter Garden,Musical,10199,86,423150,0,8
18,2/18/96,2,1996,Defending The Caveman,Helen Hayes,Play,3289,92,125160,0,6
18,2/18/96,2,1996,Grease,Eugene O'Neill,Musical,8431,96,415489,0,8
18,2/18/96,2,1996,Smokey Joe'S Cafe,Virginia,Musical,8747,90,418922,0,8
25,2/25/96,2,1996,Beauty And The Beast,Palace,Musical,13920,100,682934,0,8
25,2/25/96,2,1996,Bus Stop,Circle In The Square,Play,4425,77,96254,0,5
25,2/25/96,2,1996,Cats,Winter Garden,Musical,11557,97,446492,0,8
25,2/25/96,2,1996,Defending The Caveman,Helen Hayes,Play,3150,66,114056,0,8
25,2/25/96,2,1996,Grease,Eugene O'Neill,Musical,8753,100,447398,0,8
25,2/25/96,2,1996,Smokey Joe'S Cafe,Virginia,Musical,9466,98,433331,0,8
3,3/3/96,3,1996,Beauty And The Beast,Palace,Musical,12337,89,618704,0,8
3,3/3/96,3,1996,Bus Stop,Circle In The Square,Play,4927,85,91120,0,8
3,3/3/96,3,1996,Cats,Winter Garden,Musical,8856,75,349110,0,8
3,3/3/96,3,1996,Defending The Caveman,Helen Hayes,Play,2939,82,104990,0,6
3,3/3/96,3,1996,Grease,Eugene O'Neill,Musical,7002,80,293102,0,8
3,3/3/96,3,1996,Smokey Joe'S Cafe,Virginia,Musical,8011,83,354978,0,8
10,3/10/96,3,1996,Beauty And The Beast,Palace,Musical,12266,88,642211,0,8
10,3/10/96,3,1996,Bus Stop,Circle In The Square,Play,4798,83,92730,0,8
10,3/10/96,3,1996,Cats,Winter Garden,Musical,9954,84,391022,0,8
10,3/10/96,3,1996,Defending The Caveman,Helen Hayes,Play,3028,85,115117,0,6
10,3/10/96,3,1996,Grease,Eugene O'Neill,Musical,6879,78,326024,0,8
10,3/10/96,3,1996,Smokey Joe'S Cafe,Virginia,Musical,7817,81,372043,0,8
17,3/17/96,3,1996,Beauty And The Beast,Palace,Musical,12550,90,649939,0,8
17,3/17/96,3,1996,Bus Stop,Circle In The Square,Play,5323,92,109821,0,8
17,3/17/96,3,1996,Cats,Winter Garden,Musical,10493,89,427675,0,8
17,3/17/96,3,1996,Defending The Caveman,Helen Hayes,Play,2761,77,103790,0,6
17,3/17/96,3,1996,Grease,Eugene O'Neill,Musical,8263,94,380904,0,8
17,3/17/96,3,1996,Smokey Joe'S Cafe,Virginia,Musical,9158,94,414411,0,8
24,3/24/96,3,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,9241,71,456395,64,0
24,3/24/96,3,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,6649,77,252870,43,0
24,3/24/96,3,1996,Beauty And The Beast,Palace,Musical,12572,90,649436,0,8
24,3/24/96,3,1996,Cats,Winter Garden,Musical,10684,90,456962,0,8
24,3/24/96,3,1996,Defending The Caveman,Helen Hayes,Play,3168,88,115993,0,6
24,3/24/96,3,1996,Grease,Eugene O'Neill,Musical,8585,98,410195,0,8
24,3/24/96,3,1996,Love Thy Neighbor,Booth,Play,2006,43,63638,0,1
24,3/24/96,3,1996,Smokey Joe'S Cafe,Virginia,Musical,8637,89,407154,0,8
31,3/31/96,3,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,8779,78,445677,63,0
31,3/31/96,3,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,7810,67,239596,40,1
31,3/31/96,3,1996,Beauty And The Beast,Palace,Musical,12742,92,657222,0,8
31,3/31/96,3,1996,Cats,Winter Garden,Musical,10762,91,455856,0,8
31,3/31/96,3,1996,Defending The Caveman,Helen Hayes,Play,2866,80,107042,0,6
31,3/31/96,3,1996,Grease,Eugene O'Neill,Musical,8016,91,380754,0,8
31,3/31/96,3,1996,Love Thy Neighbor,Booth,Play,3227,69,116562,0,6
31,3/31/96,3,1996,Smokey Joe'S Cafe,Virginia,Musical,8855,91,423444,0,8
7,4/7/96,4,1996,A Delicate Balance,Plymouth,Play,5652,65,121477,36,0
7,4/7/96,4,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,9281,72,482619,68,0
7,4/7/96,4,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,6813,59,287747,48,8
7,4/7/96,4,1996,Beauty And The Beast,Palace,Musical,13528,97,705589,0,8
7,4/7/96,4,1996,Cats,Winter Garden,Musical,11652,98,528879,0,8
7,4/7/96,4,1996,Grease,Eugene O'Neill,Musical,8798,100,446966,0,8
7,4/7/96,4,1996,Love Thy Neighbor,Booth,Play,2771,89,101014,0,4
7,4/7/96,4,1996,Smokey Joe'S Cafe,Virginia,Musical,8056,83,410710,0,8
14,4/14/96,4,1996,A Delicate Balance,Plymouth,Play,7638,88,171316,51,0
14,4/14/96,4,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,10435,81,570047,80,0
14,4/14/96,4,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,7396,64,346094,58,8
14,4/14/96,4,1996,Beauty And The Beast,Palace,Musical,13250,95,687935,0,8
14,4/14/96,4,1996,Big,Shubert,Musical,8562,84,358670,0,0
14,4/14/96,4,1996,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,5962,80,232109,0,0
14,4/14/96,4,1996,Cats,Winter Garden,Musical,11785,99,523922,0,8
14,4/14/96,4,1996,Defending The Caveman,Helen Hayes,Play,3236,90,122179,0,6
14,4/14/96,4,1996,Grease,Eugene O'Neill,Musical,8777,100,453827,0,8
14,4/14/96,4,1996,Love Thy Neighbor,Booth,Play,2974,63,122846,0,6
14,4/14/96,4,1996,Smokey Joe'S Cafe,Virginia,Musical,9022,93,458186,0,8
21,4/21/96,4,1996,A Delicate Balance,Plymouth,Play,6431,75,134999,40,1
21,4/21/96,4,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,8588,66,466752,65,4
21,4/21/96,4,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,6496,56,309387,52,8
21,4/21/96,4,1996,Beauty And The Beast,Palace,Musical,12487,90,643320,0,8
21,4/21/96,4,1996,Big,Shubert,Musical,9614,83,405525,0,0
21,4/21/96,4,1996,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,6005,71,219492,0,0
21,4/21/96,4,1996,Buried Child,Brooks Atkinson,Play,4725,77,101397,0,0
21,4/21/96,4,1996,Cats,Winter Garden,Musical,10096,85,426204,0,8
21,4/21/96,4,1996,Defending The Caveman,Helen Hayes,Play,2828,79,106213,0,6
21,4/21/96,4,1996,Grease,Eugene O'Neill,Musical,8143,93,384473,0,8
21,4/21/96,4,1996,Love Thy Neighbor,Booth,Play,2973,63,122216,0,6
21,4/21/96,4,1996,Smokey Joe'S Cafe,Virginia,Musical,8220,85,410245,0,8
28,4/28/96,4,1996,A Delicate Balance,Plymouth,Play,7966,92,204210,60,8
28,4/28/96,4,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,10092,78,580998,82,8
28,4/28/96,4,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,5936,51,276763,47,8
28,4/28/96,4,1996,An Ideal Husband,Ethel Barrymore,Play,2810,51,76744,19,0
28,4/28/96,4,1996,Beauty And The Beast,Palace,Musical,12945,93,671932,0,8
28,4/28/96,4,1996,Big,Shubert,Musical,8282,71,366822,0,1
28,4/28/96,4,1996,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,6196,73,243536,0,8
28,4/28/96,4,1996,Buried Child,Brooks Atkinson,Play,6820,83,136729,0,0
28,4/28/96,4,1996,Cats,Winter Garden,Musical,10205,86,438638,0,8
28,4/28/96,4,1996,Defending The Caveman,Helen Hayes,Play,2888,81,107504,0,6
28,4/28/96,4,1996,Grease,Eugene O'Neill,Musical,7465,85,350993,0,8
28,4/28/96,4,1996,Love Thy Neighbor,Booth,Play,3131,67,130835,0,6
28,4/28/96,4,1996,Smokey Joe'S Cafe,Virginia,Musical,8715,90,424599,0,8
5,5/5/96,5,1996,A Delicate Balance,Plymouth,Play,7949,92,218019,64,8
5,5/5/96,5,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,10285,80,598550,84,8
5,5/5/96,5,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,5891,51,239147,40,8
5,5/5/96,5,1996,An Ideal Husband,Ethel Barrymore,Play,4217,55,141200,35,5
5,5/5/96,5,1996,Beauty And The Beast,Palace,Musical,12679,91,660433,0,8
5,5/5/96,5,1996,Big,Shubert,Musical,9131,79,399001,0,8
5,5/5/96,5,1996,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,6878,81,299484,0,8
5,5/5/96,5,1996,Buried Child,Brooks Atkinson,Play,7004,86,145092,0,8
5,5/5/96,5,1996,Cats,Winter Garden,Musical,10639,90,445314,0,8
5,5/5/96,5,1996,Defending The Caveman,Helen Hayes,Play,2575,72,92640,0,6
5,5/5/96,5,1996,Grease,Eugene O'Neill,Musical,6868,78,313363,0,8
5,5/5/96,5,1996,Love Thy Neighbor,Booth,Play,2911,62,126991,0,6
5,5/5/96,5,1996,Smokey Joe'S Cafe,Virginia,Musical,7650,79,385091,0,8
12,5/12/96,5,1996,A Delicate Balance,Plymouth,Play,8352,97,245049,72,8
12,5/12/96,5,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,10616,82,622545,87,8
12,5/12/96,5,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,6608,57,255054,43,8
12,5/12/96,5,1996,An Ideal Husband,Ethel Barrymore,Play,6369,83,215379,53,7
12,5/12/96,5,1996,Beauty And The Beast,Palace,Musical,11515,83,610216,0,8
12,5/12/96,5,1996,Big,Shubert,Musical,9621,83,425940,0,8
12,5/12/96,5,1996,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,8046,95,365657,0,8
12,5/12/96,5,1996,Buried Child,Brooks Atkinson,Play,5777,71,108307,0,8
12,5/12/96,5,1996,Cats,Winter Garden,Musical,9624,81,398160,0,8
12,5/12/96,5,1996,Defending The Caveman,Helen Hayes,Play,2634,74,100706,0,6
12,5/12/96,5,1996,Grease,Eugene O'Neill,Musical,6800,77,299188,0,8
12,5/12/96,5,1996,Love Thy Neighbor,Booth,Play,3199,68,135579,0,6
12,5/12/96,5,1996,Smokey Joe'S Cafe,Virginia,Musical,7205,74,380499,0,8
19,5/19/96,5,1996,A Delicate Balance,Plymouth,Play,8355,97,242111,71,8
19,5/19/96,5,1996,A Funny Thing Happened On The Way To The Forum,St. James,Musical,11007,85,635556,89,8
19,5/19/96,5,1996,A Midsummer Night'S Dream,Lunt-Fontanne,Play,6424,55,254566,43,8
19,5/19/96,5,1996,An Ideal Husband,Ethel Barrymore,Play,7470,97,259057,64,7
19,5/19/96,5,1996,Beauty And The Beast,Palace,Musical,12260,88,650771,0,8
19,5/19/96,5,1996,Big,Shubert,Musical,9522,82,417129,0,8
19,5/19/96,5,1996,"Bring In Da Noise, Bring In Da Funk",Ambassador,Musical,7986,94,375268,0,8
19,5/19/96,5,1996,Buried Child,Brooks Atkinson,Play,4812,59,110841,0,8
19,5/19/96,5,1996,Cats,Winter Garden,Musical,10557,89,448005,0,8
19,5/19/96,5,1996,Defending The Caveman,Helen Hayes,Play,3100,87,112497,0,6
19,5/19/96,5,1996,Grease,Eugene O'Neill,Musical,7726,88,345469,0,8
19,5/19/96,5,1996,Love Thy Neighbor,Booth,Play,3744,80,146859,0,6
